nomes,idade,cidade,estado,cpf,cnpj,cpf_status,cnpj_status
Ashley,58,Abaetetuba,PA,02740778414,79006399345582,Valido,Valido
Erica,60,Água Branca,PB,24722326240,03977024760317,Valido,Valido
Stephanie,51,Abreu E Lima,PE,81147255679,90628149540301,Valido,Valido
Christopher,23,Acauã,PI,08394476805,20938742823230,Valido,Valido
Aaron,77,Abatiá,PR,01628768070,52479107281582,Valido,Valido
Debra,47,Angra Dos Reis,RJ,02301816788,65750205118300,Valido,Valido
Richard,81,Acari,RN,94481903368,29381187365966,Valido,Valido
Lauren,30,Alta Floresta D'oeste,RO,30507279859,97446980427145,Valido,Valido
Michael,53,Amajari,RR,78763074265,12767273239288,Valido,Valido
Patricia,74,Aceguá,RS,58743074944,12564705924398,Valido,Valido
Amy,78,Abdon Batista,SC,70264089251,87093111627480,Valido,Valido
Shannon,52,Amparo De São Francisco,SE,91836405251,74650670542081,Valido,Valido
Mark,73,Adamantina,SP,94949997548,87177477994856,Valido,Valido
Heather,27,Abreulândia,TO,26658240787,78631436651002,Valido,Valido
Tina,58,Acrelândia,AC,17532780821,79912866308417,Valido,Valido
Rebecca,21,Água Branca,AL,03569193748,55585538126389,Valido,Valido
Erin,30,Alvarães,AM,49254537934,87138651319453,Valido,Valido
Michael,29,Serra Do Navio,AP,78451226027,53795833434748,Valido,Valido
Kristi,85,Abaíra,BA,18697170150,08968507907817,Valido,Valido
John,19,Abaiara,CE,55920997117,86795338706208,Valido,Valido
Daniel,78,Brasília,DF,03358877671,15342150301002,Valido,Valido
Tracy,36,Afonso Cláudio,ES,91166642720,06873055193640,Valido,Valido
Michael,33,Abadia De Goiás,GO,75446817427,98346989916180,Valido,Valido
Gregory,90,Açailândia,MA,14572633860,82405672802558,Valido,Valido
Franklin,18,Abadia Dos Dourados,MG,53711619614,25687090531523,Valido,Valido
Frederick,30,Água Clara,MS,71754163262,03630647048988,Valido,Valido
Wayne,30,Acorizal,MT,76388785824,33942073526862,Valido,Valido
David,76,Abaetetuba,PA,40156850320,86635613636333,Valido,Valido
Travis,25,Água Branca,PB,73063712663,99101644586154,Valido,Valido
Peter,41,Abreu E Lima,PE,64554388255,90673455786431,Valido,Valido
Holly,80,Acauã,PI,46387136377,72381842783740,Valido,Valido
David,40,Abatiá,PR,10845317717,17535419477460,Valido,Valido
Haley,60,Angra Dos Reis,RJ,49057110881,34192384060190,Valido,Valido
Kathryn,32,Acari,RN,27077605876,73878073877498,Valido,Valido
Christine,19,Alta Floresta D'oeste,RO,60797272771,28066677200663,Valido,Valido
Brooke,39,Amajari,RR,00426067568,11184270662259,Valido,Valido
Beth,31,Aceguá,RS,15315816338,38770923246102,Valido,Valido
Thomas,87,Abdon Batista,SC,53231452937,48729428656000,Valido,Valido
Kristin,52,Amparo De São Francisco,SE,97404094232,37288574343740,Valido,Valido
Stephanie,31,Adamantina,SP,52858808589,02928503118409,Valido,Valido
Deborah,60,Abreulândia,TO,77174056440,70501291197460,Valido,Valido
Anita,40,Acrelândia,AC,93149880661,38981443956635,Valido,Valido
Dominique,42,Água Branca,AL,36765049843,30134817907119,Valido,Valido
Jessica,62,Alvarães,AM,50603073441,32885032014087,Valido,Valido
Adrian,35,Serra Do Navio,AP,70029281636,73953921818471,Valido,Valido
Jeanette,31,Abaíra,BA,52336406608,56851738877612,Valido,Valido
Paul,54,Abaiara,CE,37979127579,78587400933805,Valido,Valido
Sara,59,Brasília,DF,80856126667,80789079514068,Valido,Valido
Denise,39,Afonso Cláudio,ES,92871144800,89016264310332,Valido,Valido
Daniel,25,Abadia De Goiás,GO,19421837711,10997688242353,Valido,Valido
Julia,21,Açailândia,MA,53781278239,11634194482092,Valido,Valido
Danielle,88,Abadia Dos Dourados,MG,57651298543,00957008117765,Valido,Valido
Todd,41,Água Clara,MS,14398110836,28284771805418,Valido,Valido
Brian,86,Acorizal,MT,31878826255,91448423686603,Valido,Valido
Anthony,29,Abaetetuba,PA,23758836832,29954695770238,Valido,Valido
David,69,Água Branca,PB,90722842597,61860776662047,Valido,Valido
Elizabeth,48,Abreu E Lima,PE,34240297699,49065025644051,Valido,Valido
Henry,61,Acauã,PI,18595624186,24490699792691,Valido,Valido
Christian,45,Abatiá,PR,68049320057,55492868438054,Valido,Valido
Mackenzie,36,Angra Dos Reis,RJ,91780452829,97360597008959,Valido,Valido
Teresa,80,Acari,RN,39712104907,58149150010104,Valido,Valido
Lisa,38,Alta Floresta D'oeste,RO,63031419278,27016343814432,Valido,Valido
Kimberly,30,Amajari,RR,67066793480,15395602447817,Valido,Valido
Benjamin,52,Aceguá,RS,63902344300,88263012081990,Valido,Valido
Lonnie,69,Abdon Batista,SC,55204207341,89648588010675,Valido,Valido
Samuel,85,Amparo De São Francisco,SE,94623902587,08497498722378,Valido,Valido
Thomas,52,Adamantina,SP,21150967382,50695289797141,Valido,Valido
Vickie,75,Abreulândia,TO,89040997900,86578372728534,Valido,Valido
Deborah,67,Acrelândia,AC,30066373808,86050584777162,Valido,Valido
Jerry,62,Água Branca,AL,29066880538,76527990792771,Valido,Valido
Bryan,87,Alvarães,AM,84762949566,80862923484962,Valido,Valido
Sara,61,Serra Do Navio,AP,90734033915,67659389201727,Valido,Valido
Philip,20,Abaíra,BA,45223135431,86317574235178,Valido,Valido
John,19,Abaiara,CE,47771120555,78362913330951,Valido,Valido
Madison,77,Brasília,DF,04495735837,12401341306745,Valido,Valido
Matthew,35,Afonso Cláudio,ES,65830943808,41626263530901,Valido,Valido
Wesley,75,Abadia De Goiás,GO,81167399137,64136131041610,Valido,Valido
Steve,74,Açailândia,MA,05097443896,49566983760421,Valido,Valido
Matthew,74,Abadia Dos Dourados,MG,75251666500,40653475705570,Valido,Valido
Karen,38,Água Clara,MS,65564024940,94300717649050,Valido,Valido
Angelica,44,Acorizal,MT,88918204825,28999429868587,Valido,Valido
William,88,Abaetetuba,PA,66112805456,28281362517756,Valido,Valido
Amanda,48,Água Branca,PB,28678393513,67296695368365,Valido,Valido
Stephen,76,Abreu E Lima,PE,64799118900,22928530931190,Valido,Valido
Jennifer,33,Acauã,PI,07150297625,31824652331529,Valido,Valido
Jessica,33,Abatiá,PR,66597609700,25631187474103,Valido,Valido
Christina,56,Angra Dos Reis,RJ,13134073218,99029033435950,Valido,Valido
Dana,32,Acari,RN,86258725902,87286724101580,Valido,Valido
Chad,71,Alta Floresta D'oeste,RO,02211252648,00864594602073,Valido,Valido
Jessica,55,Amajari,RR,13567561669,22712647983360,Valido,Valido
Thomas,29,Aceguá,RS,68342766292,00040750452926,Valido,Valido
Brian,18,Abdon Batista,SC,03409436294,07002756341617,Valido,Valido
James,52,Amparo De São Francisco,SE,58147064225,41664685864080,Valido,Valido
Benjamin,43,Adamantina,SP,59456624102,75517401726245,Valido,Valido
William,36,Abreulândia,TO,79733762679,09771905964791,Valido,Valido
Terry,26,Acrelândia,AC,26915832289,51332352599346,Valido,Valido
Steve,76,Água Branca,AL,30798139790,92344582984990,Valido,Valido
Allison,66,Alvarães,AM,42478240742,64902444146060,Valido,Valido
Brian,45,Serra Do Navio,AP,40351894640,30752202552358,Valido,Valido
Austin,29,Abaíra,BA,55303195309,33133892421331,Valido,Valido
Timothy,49,Abaiara,CE,78849014635,71179574684490,Valido,Valido
Benjamin,18,Brasília,DF,38560789596,46076262890306,Valido,Valido
Allen,66,Afonso Cláudio,ES,19562893308,05736724513259,Valido,Valido
Courtney,81,Abadia De Goiás,GO,22610597959,22172527497642,Valido,Valido
Kayla,68,Açailândia,MA,79602893443,52404879849420,Valido,Valido
Randy,76,Abadia Dos Dourados,MG,24028877962,81076931774430,Valido,Valido
Brett,68,Água Clara,MS,95911177528,88217057791977,Valido,Valido
Benjamin,37,Acorizal,MT,94792848474,95092066815711,Valido,Valido
Mark,27,Abaetetuba,PA,18371676484,53327439224977,Valido,Valido
Gabriel,21,Água Branca,PB,29312968130,22359802888746,Valido,Valido
Sarah,39,Abreu E Lima,PE,82895888604,26274878977315,Valido,Valido
Craig,74,Acauã,PI,21936429314,06009914104574,Valido,Valido
Brian,76,Abatiá,PR,84575413070,10461180208901,Valido,Valido
Thomas,73,Angra Dos Reis,RJ,56026120505,53680068148203,Valido,Valido
Daryl,55,Acari,RN,29430910140,38169129748200,Valido,Valido
Melanie,88,Alta Floresta D'oeste,RO,40879146230,48596669224306,Valido,Valido
James,48,Amajari,RR,20966832116,14753375033060,Valido,Valido
Susan,61,Aceguá,RS,77362173865,94520690039602,Valido,Valido
Savannah,46,Abdon Batista,SC,08064504953,49157733738343,Valido,Valido
Louis,59,Amparo De São Francisco,SE,58377077868,38135817358966,Valido,Valido
Dana,30,Adamantina,SP,08726396491,57711371961816,Valido,Valido
Miguel,19,Abreulândia,TO,89706986120,52299829148804,Valido,Valido
Joseph,41,Acrelândia,AC,56407986028,63456312413046,Valido,Valido
Elizabeth,21,Água Branca,AL,38759286016,23194931147190,Valido,Valido
Jeremy,22,Alvarães,AM,36323885204,81008124737010,Valido,Valido
Amy,42,Serra Do Navio,AP,67265557336,92825666038412,Valido,Valido
Stacey,24,Abaíra,BA,64280730059,10242077396793,Valido,Valido
David,27,Abaiara,CE,43576326413,08390357874453,Valido,Valido
Andrew,66,Brasília,DF,10803446322,31164604565382,Valido,Valido
Lori,74,Afonso Cláudio,ES,69262283610,81563908691930,Valido,Valido
Kristen,54,Abadia De Goiás,GO,08083138355,03597773682172,Valido,Valido
Stefanie,56,Açailândia,MA,20201916606,05763519642686,Valido,Valido
Joseph,40,Abadia Dos Dourados,MG,07228053818,30089234676634,Valido,Valido
Tommy,84,Água Clara,MS,40317404920,55542314031925,Valido,Valido
Stacie,58,Acorizal,MT,37278897050,37756081635305,Valido,Valido
Brian,75,Abaetetuba,PA,87611068873,85478577737657,Valido,Valido
Beth,18,Água Branca,PB,56279520323,98092846773577,Valido,Valido
Deanna,71,Abreu E Lima,PE,08431988266,05742492237201,Valido,Valido
Kerri,50,Acauã,PI,51145494480,07098454240405,Valido,Valido
Evelyn,75,Abatiá,PR,43510275926,56769194283000,Valido,Valido
Megan Hampton Phd,83,Angra Dos Reis,RJ,76154789874,90706448815936,Valido,Valido
Erika Williams Dvm,76,Acari,RN,05651035630,34929373253290,Valido,Valido
Renee Powers Md,38,Alta Floresta D'oeste,RO,71064846521,02797186397478,Valido,Valido
Eric West Md,46,Amajari,RR,44231634467,33354095031403,Valido,Valido
Taylor Brown Md,83,Aceguá,RS,43078701077,03548972447949,Valido,Valido
Sandra Barnes Dvm,48,Abdon Batista,SC,01418367257,78189616020256,Valido,Valido
Daniel Fitzpatrick Jr.,27,Amparo De São Francisco,SE,58255029397,13591082376189,Valido,Valido
James Downs Ii,24,Adamantina,SP,23945763240,19681739401473,Valido,Valido
Patricia Thomas Md,39,Abreulândia,TO,35302493357,76220860371770,Valido,Valido
Charles Atkinson Dds,28,Acrelândia,AC,48402703925,59061728250288,Valido,Valido
Linda Boyd Md,43,Água Branca,AL,66440031767,69042542258481,Valido,Valido
John Gonzalez Dds,35,Alvarães,AM,75327812081,05808236702797,Valido,Valido
Kathy Mccoy Jr.,64,Serra Do Navio,AP,64636935969,28291908472551,Valido,Valido
Edward Price Jr. Dds,61,Abaíra,BA,76393565047,17142965508506,Valido,Valido
Kristin Taylor Md,54,Abaiara,CE,26722229084,25509243142058,Valido,Valido
Marilyn Wilson Dvm,55,Brasília,DF,28093288546,41050790714485,Valido,Valido
Catherine Luna Dvm,31,Afonso Cláudio,ES,73780635682,46269734951664,Valido,Valido
Katherine Ramirez Md,26,Abadia De Goiás,GO,58502335553,11780702872507,Valido,Valido
Craig Perez Jr.,52,Açailândia,MA,55071805049,03048595069933,Valido,Valido
Justin Gibbs Dds,37,Abadia Dos Dourados,MG,41440106002,80626012638674,Valido,Valido
Amy Miller Md,21,Água Clara,MS,40973204249,86321107095603,Valido,Valido
Howard Jones Md,61,Acorizal,MT,02256764354,15822103914319,Valido,Valido
Erin Lucas Md,79,Abaetetuba,PA,58094093501,37538873245270,Valido,Valido
John Brown Jr.,90,Água Branca,PB,13887424549,16207020095292,Valido,Valido
Donald Taylor Phd,44,Abreu E Lima,PE,55279819280,94110597906609,Valido,Valido
Alex Campos Dvm,51,Acauã,PI,83176120745,14103055340404,Valido,Valido
Elizabeth Rodriguez Dvm,74,Abatiá,PR,43916440969,11647126512404,Valido,Valido
Heather Carter Iv,36,Angra Dos Reis,RJ,82947929691,77041792607535,Valido,Valido
Janice Clayton Md Md,52,Acari,RN,76337363132,54764243916979,Valido,Valido
Kristopher Williams Md,24,Alta Floresta D'oeste,RO,79771362879,09212358232878,Valido,Valido
David Holloway Dds,69,Amajari,RR,04239868130,18717578239938,Valido,Valido
Jack Hernandez Dds,81,Aceguá,RS,75479946609,56840155176981,Valido,Valido
Ronald Hines Md,71,Abdon Batista,SC,65096772535,16877427530250,Valido,Valido
Andrea Phelps Md,54,Amparo De São Francisco,SE,35645048008,04563151828310,Valido,Valido
Brianna Kelley Dds,46,Adamantina,SP,40176883819,02687166889665,Valido,Valido
Anthony Johnson Md,74,Abreulândia,TO,81324539720,99480742095405,Valido,Valido
Kenneth Williams Md,53,Acrelândia,AC,07033534469,44361853163422,Valido,Valido
Krystal Howard Dds,51,Água Branca,AL,05257071312,02315923759970,Valido,Valido
Matthew Sheppard Phd,68,Alvarães,AM,18388615483,78994189541840,Valido,Valido
Sharon Aguilar Md,34,Serra Do Navio,AP,73440683540,94723363073830,Valido,Valido
Carlos Steele Iii,57,Abaíra,BA,21517103436,24389757989138,Valido,Valido
Raymond Hamilton Md,53,Abaiara,CE,58789828895,71646200254930,Valido,Valido
Amanda Mendez Iv,79,Brasília,DF,03305804424,22260465401372,Valido,Valido
Timothy Briggs Dds,44,Afonso Cláudio,ES,43685206532,81894988324912,Valido,Valido
Deborah Taylor Md,83,Abadia De Goiás,GO,36651253670,40728719509435,Valido,Valido
Michael Salazar Md,60,Açailândia,MA,34065787807,11738496582498,Valido,Valido
Sarah Cunningham Dds,66,Abadia Dos Dourados,MG,39549536505,02527245763850,Valido,Valido
Brenda Nunez Iii,29,Água Clara,MS,81378563077,32181717158710,Valido,Valido
Emily Elliott Dvm,62,Acorizal,MT,45297048664,18396409208398,Valido,Valido
Lisa Valdez Md,61,Abaetetuba,PA,42637252553,39201933271534,Valido,Valido
Julia Pacheco Dvm,88,Água Branca,PB,39628419625,89489274137740,Valido,Valido
Christina Lucas Md,27,Abreu E Lima,PE,56319959215,16299736489800,Valido,Valido
Stephanie Anderson Md,57,Acauã,PI,73379108359,18621852164784,Valido,Valido
Katherine Potts Md,79,Abatiá,PR,02738923550,91838826985496,Valido,Valido
David Sanchez Jr.,41,Angra Dos Reis,RJ,04805778890,36541022182549,Valido,Valido
Christina Powell Md,81,Acari,RN,64893024116,38128383707491,Valido,Valido
Ethan Archer Md,73,Alta Floresta D'oeste,RO,34787533843,38146515281834,Valido,Valido
Thomas Rogers Md,79,Amajari,RR,84858370534,26323492438480,Valido,Valido
Kristina Cooley Phd,60,Aceguá,RS,86898380150,63244340188209,Valido,Valido
Thomas Jackson Dvm,47,Abdon Batista,SC,45038789803,93111061068763,Valido,Valido
Krista Chavez Dvm,20,Amparo De São Francisco,SE,90677980299,29495349386994,Valido,Valido
Chloe Smith Md,55,Adamantina,SP,78339732706,12305793096737,Valido,Valido
Samantha Reynolds Dds,73,Abreulândia,TO,65175782851,96273973827140,Valido,Valido
Vanessa Weber Md,86,Acrelândia,AC,06320008997,39972273638642,Valido,Valido
Tracy Adkins Dds,85,Água Branca,AL,41504059727,36753330804393,Valido,Valido
Peter Montgomery Dvm,20,Alvarães,AM,66163160096,56901759793680,Valido,Valido
Mary Miller Md,84,Serra Do Navio,AP,89675148837,55798673345535,Valido,Valido
Tyler Thompson Jr.,79,Abaíra,BA,44318030687,81987455609475,Valido,Valido
Brent Stein Jr.,22,Abaiara,CE,59479212862,16783955250204,Valido,Valido
Linda Webb Md,32,Brasília,DF,31388866633,33670430982460,Valido,Valido
Stephen Barker Iv,79,Afonso Cláudio,ES,94979566308,08183421851301,Valido,Valido
Christina Malone Phd,83,Abadia De Goiás,GO,56704289003,19163601327061,Valido,Valido
Virginia Becker Dds,24,Açailândia,MA,65966895490,51425730646601,Valido,Valido
Brenda Fry Md,32,Abadia Dos Dourados,MG,85418845624,94302424759703,Valido,Valido
Melissa Lewis Dds,47,Água Clara,MS,03369481740,69397888733486,Valido,Valido
Brian Johnson Md,41,Acorizal,MT,67392136313,65473766257415,Valido,Valido
Taylor Thompson Dds,77,Abaetetuba,PA,32606278046,95886377344024,Valido,Valido
Melissa Gardner Md,89,Água Branca,PB,58047856642,45162782275380,Valido,Valido
Max Hubbard Jr.,39,Abreu E Lima,PE,70609178539,44156678902501,Valido,Valido
Misty Cortez Phd,72,Acauã,PI,96775679858,62697371565579,Valido,Valido
Karen Wheeler Dds,83,Abatiá,PR,07297265179,57969693782930,Valido,Valido
Ariel Foster Iii,33,Angra Dos Reis,RJ,67128211268,13253231340251,Valido,Valido
Wesley Brown Jr.,68,Acari,RN,05547521230,67382351330991,Valido,Valido
David Carey Md,34,Alta Floresta D'oeste,RO,42154022472,96513476700776,Valido,Valido
Nicholas Bryant Phd,76,Amajari,RR,41813042217,32826913079404,Valido,Valido
Clifford Roberts Dds,47,Aceguá,RS,89241820136,17436972441254,Valido,Valido
Sarah Harrison Phd,59,Abdon Batista,SC,35658689457,36846547072304,Valido,Valido
Timothy Gray Md,42,Amparo De São Francisco,SE,65655893053,45893934594682,Valido,Valido
Michael Harris Phd,54,Adamantina,SP,36501446546,72283597066742,Valido,Valido
Jessica Stafford Md,86,Abreulândia,TO,77606354278,67821393691658,Valido,Valido
Daniel Davis Jr.,88,Acrelândia,AC,20384780237,75236055419723,Valido,Valido
Robert Leonard Jr.,74,Água Branca,AL,37118068306,10243155679130,Valido,Valido
Larry Glover Md,46,Alvarães,AM,44857270170,25000346996542,Valido,Valido
Nicholas Watts Md,86,Serra Do Navio,AP,81614986606,07321842675809,Valido,Valido
Sarah Mitchell Dvm,30,Abaíra,BA,22094032949,04383722289441,Valido,Valido
Dale King Dds,68,Abaiara,CE,92571284584,91256988994911,Valido,Valido
Mary Ellison Jr.,38,Brasília,DF,92434854907,50970784178721,Valido,Valido
Jake Peck Md,82,Afonso Cláudio,ES,88538835882,89738133094488,Valido,Valido
Sarah Chen Dds,69,Abadia De Goiás,GO,23865918832,65205134242600,Valido,Valido
Angela Bennett Jr.,76,Açailândia,MA,27526209930,96945767489579,Valido,Valido
Lauren Barr Dds,75,Abadia Dos Dourados,MG,70021330395,60671573749595,Valido,Valido
Jonathan Duran Md,36,Água Clara,MS,23510108337,04754172977660,Valido,Valido
Jessica Robbins Dds,56,Acorizal,MT,81698895615,99179142906230,Valido,Valido
Lisa Rogers Md,19,Abaetetuba,PA,11577666410,62482787605385,Valido,Valido
Amy Andrews Dvm,56,Água Branca,PB,31082098418,52154835317306,Valido,Valido
Krista Johnson Md,43,Abreu E Lima,PE,59981537829,80741596590677,Valido,Valido
David Peters Dds,61,Acauã,PI,70641534329,56240031949255,Valido,Valido
Ashley Combs Md,81,Abatiá,PR,07891596514,40841321064026,Valido,Valido
Jasmine Peters Md,68,Angra Dos Reis,RJ,95387827042,13218278901570,Valido,Valido
Taylor Hernandez Md,89,Acari,RN,05608380002,52720195774674,Valido,Valido
Damon Miller Dds,25,Alta Floresta D'oeste,RO,44536157956,91048737400901,Valido,Valido
Ashley Snyder Dvm,79,Amajari,RR,77260987243,68945795248006,Valido,Valido
Kathleen Bridges Jr.,20,Aceguá,RS,79505299117,23538310832807,Valido,Valido
Holly Rojas Ii,39,Abdon Batista,SC,36656308945,27167910250655,Valido,Valido
Bonnie Adams Jr.,59,Amparo De São Francisco,SE,74060069779,31534807446497,Valido,Valido
Lisa Andrews Md,69,Adamantina,SP,95633695216,09996083192248,Valido,Valido
Edward Dunn Md,24,Abreulândia,TO,87067582237,63644295134945,Valido,Valido
Maria White Jr.,81,Acrelândia,AC,52418945430,17315462318702,Valido,Valido
Heather Davila Md,24,Água Branca,AL,35589801400,88134211018962,Valido,Valido
Billy Haney Md,65,Alvarães,AM,27018739594,32671346916013,Valido,Valido
Scott Johnson Ii,29,Serra Do Navio,AP,61950058271,35662809117001,Valido,Valido
Bernard Turner Dvm,82,Abaíra,BA,59067789186,47328991323101,Valido,Valido
Daniel Arnold Ii,18,Abaiara,CE,63344216546,25689860084295,Valido,Valido
Alejandro Harris Dvm,22,Brasília,DF,00136632246,10810529117587,Valido,Valido
Heidi Patel Md,25,Afonso Cláudio,ES,64405855170,10163205259129,Valido,Valido
Brandi Martinez Jr.,18,Abadia De Goiás,GO,40710469535,07536153843102,Valido,Valido
Rhonda Soto Md,76,Açailândia,MA,75653557048,71420697105110,Valido,Valido
Jeremy Jones Phd,44,Abadia Dos Dourados,MG,89481383911,30361653291544,Valido,Valido
Corey Wilson Md Md,55,Água Clara,MS,80390906107,46289859316470,Valido,Valido
Benjamin Santiago Phd,81,Acorizal,MT,13203144492,55554399449176,Valido,Valido
Heather Pruitt Md,34,Abaetetuba,PA,91616199490,40375809396270,Valido,Valido
Jennifer Bowman Md,69,Água Branca,PB,67889064241,41202155832320,Valido,Valido
Linda Williams Md,84,Abreu E Lima,PE,31098595564,43557148128289,Valido,Valido
Rebecca Smith Dds,23,Acauã,PI,50117605107,82484328449540,Valido,Valido
Priscilla Li Md,66,Abatiá,PR,25245524546,32241392370691,Valido,Valido
Brenda Le Jr.,20,Angra Dos Reis,RJ,98082866071,76590807455433,Valido,Valido
Derek Daniel Dvm,58,Acari,RN,70050595300,80803466255154,Valido,Valido
Jose Hartman Md,66,Alta Floresta D'oeste,RO,76618290619,54155925588014,Valido,Valido
Adam Johnson Dds,18,Amajari,RR,46818511597,05534374158839,Valido,Valido
Kyle White Dvm,32,Aceguá,RS,14845030586,54896421127597,Valido,Valido
Lori Kelly Ii,25,Abdon Batista,SC,30508073189,83977980842571,Valido,Valido
Jeffrey Guerra Dds,49,Amparo De São Francisco,SE,24757004400,35552079034980,Valido,Valido
Elizabeth Washington Md,54,Adamantina,SP,44974198432,92766506994774,Valido,Valido
Christina Nichols Md,76,Abreulândia,TO,69102927071,70664366570087,Valido,Valido
John Harris Md,56,Acrelândia,AC,34986040235,99065434317920,Valido,Valido
Julie Johnson Md,61,Água Branca,AL,52195929553,51386638556176,Valido,Valido
Sarah Hoffman Dds,61,Alvarães,AM,21288634730,56287405742430,Valido,Valido
Keith Key Md,81,Serra Do Navio,AP,30293646589,99341136601207,Valido,Valido
Jodi Fernandez Phd,36,Abaíra,BA,83053771136,31274995370031,Valido,Valido
David Hamilton Md,29,Abaiara,CE,04820293907,81035822569382,Valido,Valido
Sean Collins Dds,65,Brasília,DF,61012660362,37883639511428,Valido,Valido
Kelsey Griffin Md,31,Afonso Cláudio,ES,40886223911,04111894763630,Valido,Valido
Jasmine Thomas Phd,20,Abadia De Goiás,GO,19729161909,90485317478449,Valido,Valido
Patricia Nelson Md,66,Açailândia,MA,56243120597,95619914001385,Valido,Valido
Melissa Sweeney Dvm,22,Abadia Dos Dourados,MG,80155837133,84016046801019,Valido,Valido
Jennifer Hoffman Md,37,Água Clara,MS,91105356833,90735384594032,Valido,Valido
Jacob Price Dds,46,Acorizal,MT,42861962160,57927609928040,Valido,Valido
David Cannon Phd,42,Abaetetuba,PA,14353682903,80242381110685,Valido,Valido
Jessica Schwartz Ii,49,Água Branca,PB,94761741538,58939843244517,Valido,Valido
Audrey Reeves Phd,47,Abreu E Lima,PE,52643166353,71685446466004,Valido,Valido
Jason Vazquez Dds,61,Acauã,PI,80113011520,01925454005448,Valido,Valido
Rachel Bryant Phd,79,Abatiá,PR,84248106272,43780213741285,Valido,Valido
David Robertson Phd,27,Angra Dos Reis,RJ,73932653548,50193767825267,Valido,Valido
Ernest Orozco Md,87,Acari,RN,96580631953,81706070304624,Valido,Valido
Kaylee Haney Md,54,Alta Floresta D'oeste,RO,76077890499,16097221863010,Valido,Valido
Leah Hernandez Md,29,Amajari,RR,86740978123,29550454637493,Valido,Valido
Devin Marquez Jr.,30,Aceguá,RS,24443868097,38678327560900,Valido,Valido
Bryce Coleman Md,36,Abdon Batista,SC,76282923808,18084741299010,Valido,Valido
Maria Tapia Md,59,Amparo De São Francisco,SE,46504239290,24965727264900,Valido,Valido
Oscar Carter Dvm,62,Adamantina,SP,22093357100,37322682801170,Valido,Valido
Benjamin Schmitt Md,25,Abreulândia,TO,06880981852,71107110636580,Valido,Valido
Timothy Anderson Dds,36,Acrelândia,AC,14851663064,64539918284364,Valido,Valido
Victoria Green Iii,50,Água Branca,AL,18337112549,78807235168606,Valido,Valido
Benjamin Duran Md,45,Alvarães,AM,67789320742,23305894024146,Valido,Valido
Scott Jackson Dds,60,Serra Do Navio,AP,62582438944,06260533988925,Valido,Valido
John Coleman Md,89,Abaíra,BA,38191654601,94283677806793,Valido,Valido
Scott Carter Md,64,Abaiara,CE,21179986407,97822855815281,Valido,Valido
Jerome Edwards Md,68,Brasília,DF,97663373812,64862784840059,Valido,Valido
Nicole Wagner Dvm,30,Afonso Cláudio,ES,45579012985,41303618494860,Valido,Valido
Caitlin Elliott Jr.,81,Abadia De Goiás,GO,38945322035,66671301102900,Valido,Valido
Jeremy Meyer Dvm,49,Açailândia,MA,82617321509,30058804937600,Valido,Valido
Edward Reed Md,39,Abadia Dos Dourados,MG,47905874281,56548432053559,Valido,Valido
Rachel White Dds,67,Água Clara,MS,99367118074,75980103946653,Valido,Valido
Jordan Schwartz Md,20,Acorizal,MT,48314786608,75170008953046,Valido,Valido
Brandon Davis Md,30,Abaetetuba,PA,73050977051,53370972070698,Valido,Valido
Robert Adams Dds,66,Água Branca,PB,79428988308,77589317263653,Valido,Valido
Bianca Davenport Phd,27,Abreu E Lima,PE,32545037087,98330894803560,Valido,Valido
Allison Lopez Dvm,77,Acauã,PI,68723328754,36086730277325,Valido,Valido
Robert Hernandez Jr.,78,Abatiá,PR,48004674380,10750259942443,Valido,Valido
Marie Evans Md,72,Angra Dos Reis,RJ,03904625608,74807946647862,Valido,Valido
Paul Kennedy Md,36,Acari,RN,50088396835,35684489384021,Valido,Valido
James Robertson Md,50,Alta Floresta D'oeste,RO,63150352720,18806044010646,Valido,Valido
Denise Mullins Md,22,Amajari,RR,54726736663,00566770881895,Valido,Valido
Jonathan Meyers Md,80,Aceguá,RS,05240533750,33213054127267,Valido,Valido
Heidi Glover Dds,31,Abdon Batista,SC,73196724646,73547217228611,Valido,Valido
Diana Snyder Md,22,Amparo De São Francisco,SE,02408719798,23954172878910,Valido,Valido
Katie Craig Md,74,Adamantina,SP,56382245216,77916506348761,Valido,Valido
Misty Smith Md,80,Abreulândia,TO,73568153467,60497257564760,Valido,Valido
Abigail Jacobs Jr.,82,Acrelândia,AC,43056525608,05951269788734,Valido,Valido
Susan Farley Jr.,49,Água Branca,AL,16092134918,82371663165348,Valido,Valido
Isabella Burgess Phd,57,Alvarães,AM,10641707142,76987355158644,Valido,Valido
Troy Gibson Dds,51,Serra Do Navio,AP,44669224204,42504976378802,Valido,Valido
Colton Campbell Jr.,58,Abaíra,BA,24024808230,31395000532414,Valido,Valido
Brenda Aguirre Md,34,Abaiara,CE,95535037133,39199739150691,Valido,Valido
Michael Long Dds,23,Brasília,DF,90076884724,67036196667409,Valido,Valido
David Wise Dvm,72,Afonso Cláudio,ES,47685505762,91533398688952,Valido,Valido
Megan York Dds,35,Abadia De Goiás,GO,54762569461,27271416547566,Valido,Valido
Alyssa Turner Iv,67,Açailândia,MA,16617200306,64018714846050,Valido,Valido
Tamara Prince Md,70,Abadia Dos Dourados,MG,90411199900,23769059301500,Valido,Valido
